Wall time,Step,Value
1730199274.491648,0,0.9234288930892944
1730199308.7667713,1,0.5699673295021057
1730199342.83962,2,0.46109387278556824
1730199377.133867,3,0.4017389714717865
1730199411.505319,4,0.36183497309684753
1730199445.9556556,5,0.3316640853881836
1730199480.254729,6,0.3085770606994629
1730199514.576861,7,0.29091185331344604
1730199549.0903819,8,0.27790018916130066
1730199583.4171128,9,0.26617753505706787
1730199618.0966897,10,0.2569955289363861
1730199652.7299626,11,0.24983058869838715
1730199687.3680282,12,0.24160000681877136
1730199722.0883982,13,0.23506395518779755
1730199756.6247232,14,0.22921893000602722
1730199791.2090955,15,0.2232515811920166
1730199825.9540403,16,0.21989305317401886
1730199860.6120818,17,0.2144201546907425
1730199895.4533312,18,0.20973917841911316
1730199931.4192326,19,0.20639044046401978
1730199979.00609,20,0.20414045453071594
1730200013.2725327,21,0.19952833652496338
1730200047.7048645,22,0.19648636877536774
1730200082.4952853,23,0.19421838223934174
1730200116.8953598,24,0.1898900270462036
1730200151.6905777,25,0.18805904686450958
1730200186.5680315,26,0.1866886019706726
1730200221.378311,27,0.18400847911834717
1730200255.9966733,28,0.18023431301116943
1730200290.6770148,29,0.17987309396266937
1730200325.3869448,30,0.17619681358337402
1730200360.0459254,31,0.17465025186538696
1730200395.3115494,32,0.1721758395433426
1730200430.1888652,33,0.1726890206336975
1730200467.1931207,34,0.1697438806295395
1730200516.267392,35,0.1675034612417221
1730200550.8458533,36,0.16788309812545776
1730200588.217324,37,0.16585594415664673
1730200636.5040202,38,0.16371969878673553
1730200671.3263993,39,0.16322414577007294
1730200709.6329048,40,0.16190266609191895
1730200748.548151,41,0.16004805266857147
1730200783.1039352,42,0.16013291478157043
1730200826.78029,43,0.15782757103443146
1730200862.9778516,44,0.15678903460502625
1730200897.5729418,45,0.15538376569747925
1730200932.124877,46,0.15393751859664917
1730200967.0245674,47,0.15294034779071808
1730201001.9307656,48,0.15276221930980682
1730201036.7163324,49,0.1501757949590683
1730201071.3882723,50,0.14949935674667358
1730201106.2535775,51,0.14916262030601501
1730201140.8838997,52,0.1463797241449356
1730201175.6563065,53,0.14646154642105103
1730201210.3125029,54,0.14649631083011627
1730201244.779703,55,0.14541205763816833
1730201279.1554716,56,0.14433275163173676
1730201313.6886828,57,0.14340533316135406
1730201348.1782944,58,0.14274947345256805
1730201382.776588,59,0.14194220304489136
